Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date
Iberia,CMN,ROM,5h 20m,1 stop,economy,17:45,00:05+1,"AED 1,580",2024-08-16
Iberia,CMN,ROM,6h 00m,1 stop,economy,12:40,19:40,"AED 1,580",2024-08-16
TAP Portugal,CMN,ROM,6h 45m,1 stop,economy,11:25,19:10,"AED 1,440",2024-08-16
Air France,CMN,ROM,6h 20m,1 stop,economy,15:50,23:10,"AED 2,070",2024-08-16
Air France,CMN,ROM,7h 45m,1 stop,economy,07:30,16:15,"AED 2,300",2024-08-16
Pegasus Airlines,CMN,ROM,9h 40m,1 stop,economy,00:10,10:50,"AED 1,205",2024-08-16
TAP Portugal,CMN,ROM,11h 40m,1 stop,economy,11:25,00:05+1,"AED 1,020",2024-08-16
Iberia,CMN,ROM,10h 25m,1 stop,economy,12:40,00:05+1,"AED 1,580",2024-08-16
Lufthansa,CMN,ROM,9h 50m,2 stops,economy,01:15,12:05,"AED 2,190",2024-08-16
Pegasus Airlines,CMN,ROM,12h 35m,1 stop,economy,00:10,13:45,"AED 1,205",2024-08-16
Egypt Air,CMN,ROM,11h 15m,1 stop,economy,00:45,13:00,"AED 1,916",2024-08-16
Lufthansa,CMN,ROM,9h 50m,2 stops,economy,01:15,12:05,"AED 2,530",2024-08-16
TAP Portugal,CMN,ROM,16h 20m,1 stop,economy,17:00,10:20+1,"AED 1,020",2024-08-16
TAP Portugal,CMN,ROM,18h 50m,1 stop,economy,17:00,12:50+1,AED 850,2024-08-16
Pegasus Airlines,CMN,IST,4h 45m,direct,economy,00:10,06:55,AED 939,2024-08-16
TAP Portugal,CMN,IST,26h 50m,2 stops,economy,17:00,21:50+1,AED 853,2024-08-16
Air Arabia Maroc,CMN,IST,4h 40m,direct,economy,18:00,00:40+1,"AED 1,189",2024-08-16
Turkish Airlines,CMN,IST,4h 45m,direct,economy,17:00,23:45,"AED 1,480",2024-08-16
Royal Air Maroc,CMN,IST,4h 25m,direct,economy,10:15,16:40,"AED 1,857",2024-08-16
Royal Air Maroc,CMN,IST,4h 45m,direct,economy,17:00,23:45,"AED 2,085",2024-08-16
Royal Air Maroc,CMN,IST,4h 30m,direct,economy,01:30,08:00,"AED 2,110",2024-08-16
Tunisair,CMN,IST,7h 25m,1 stop,economy,02:00,11:25,"AED 2,250",2024-08-16
Royal Air Maroc,CMN,IST,8h 40m,1 stop,economy,08:05,18:45,"AED 1,647",2024-08-16
Royal Air Maroc,CMN,IST,8h 15m,1 stop,economy,13:05,23:20,"AED 2,012",2024-08-16
Tunisair,CMN,IST,8h 45m,1 stop,economy,11:50,22:35,"AED 2,300",2024-08-16
Egypt Air,CMN,IST,10h 15m,1 stop,economy,00:45,13:00,"AED 1,427",2024-08-16
Egypt Air,CMN,IST,11h 20m,1 stop,economy,13:30,02:50+1,"AED 1,606",2024-08-16
TAP Portugal,CMN,IST,9h 55m,2 stops,economy,11:25,23:20,"AED 1,640",2024-08-16
TAP Portugal,CMN,IST,10h 15m,2 stops,economy,11:25,23:40,"AED 1,710",2024-08-16
Lufthansa,CMN,IST,9h 50m,1 stop,economy,01:15,13:05,"AED 2,080",2024-08-16
Royal Air Maroc,PAR,CMN,3h 00m,direct,economy,17:35,19:35,AED 630,2024-08-16
TAP Portugal,PAR,CMN,5h 35m,1 stop,economy,06:00,10:35,AED 500,2024-08-16
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,08:00,10:05,AED 610,2024-08-16
Royal Air Maroc,PAR,CMN,3h 05m,direct,economy,13:15,15:20,AED 620,2024-08-16
Royal Air Maroc,PAR,CMN,3h 10m,direct,economy,18:30,20:40,AED 620,2024-08-16
