Airline,Duration,stops,class,depature time,arrival time,Price,Season,Source_CMN,Source_IST,Source_PAR,Source_ROM,Destination_CMN,Destination_IST,Destination_PAR,Destination_ROM
29,220.0,0,0,4,0,8506.68,2,0,0,1,0,0,1,0,0
29,210.0,0,0,2,5,8615.88,1,0,0,1,0,0,1,0,0
29,210.0,0,1,2,5,4160.52,3,0,0,1,0,0,1,0,0
24,480.0,1,0,0,5,5727.54,1,0,0,0,1,0,1,0,0
29,515.0,1,1,1,0,2959.32,3,0,0,0,1,1,0,0,0
19,400.0,1,0,2,3,6115.2,1,0,0,0,1,1,0,0,0
19,475.0,1,1,0,5,2093.91,0,1,0,0,0,0,0,1,0
6,315.0,1,1,4,0,1228.5,3,0,0,0,1,0,1,0,0
29,210.0,0,1,2,5,1676.22,1,0,0,1,0,0,1,0,0
4,185.0,0,1,4,4,1927.38,0,0,0,1,0,1,0,0,0
29,290.0,0,1,0,0,3303.3,3,0,1,0,0,1,0,0,0
9,480.0,1,0,4,0,4914.0,3,0,1,0,0,0,0,1,0
20,230.0,0,1,4,0,3559.92,2,0,1,0,0,0,0,1,0
29,230.0,0,1,0,0,1911.0,2,0,1,0,0,0,0,1,0
16,470.0,1,0,0,5,4559.1,3,0,0,1,0,1,0,0,0
29,230.0,0,1,0,0,1547.91,1,0,1,0,0,0,0,1,0
29,285.0,0,1,2,5,3404.31,1,1,0,0,0,0,1,0,0
19,490.0,2,0,0,5,5432.7,1,0,0,1,0,0,1,0,0
29,210.0,0,0,4,0,16909.62,1,1,0,0,0,0,1,0,0
29,210.0,0,1,2,3,1580.67,1,0,0,1,0,0,1,0,0
29,220.0,0,1,1,4,3488.94,1,0,1,0,0,0,0,1,0
19,400.0,1,0,3,4,5992.35,3,1,0,0,0,0,0,0,1
19,490.0,1,0,1,0,8135.4,1,0,1,0,0,0,0,0,1
19,390.0,1,0,2,5,6076.98,1,0,1,0,0,0,0,0,1
9,490.0,1,1,0,3,2211.3,0,0,0,0,1,0,1,0,0
29,210.0,0,1,0,2,2915.64,2,0,0,1,0,0,1,0,0
28,440.0,1,0,3,4,6606.6,2,1,0,0,0,0,1,0,0
22,270.0,1,0,0,2,4436.25,3,0,0,1,0,0,0,0,1
17,565.0,2,0,1,0,10054.59,3,0,0,0,1,1,0,0,0
7,235.0,0,1,4,0,1485.12,3,0,1,0,0,0,0,1,0
29,300.0,0,0,2,5,20199.27,3,0,1,0,0,1,0,0,0
21,185.0,0,0,0,0,7057.05,1,1,0,0,0,0,0,0,1
22,260.0,1,0,0,2,5956.86,1,0,0,1,0,0,0,0,1
21,270.0,0,0,3,4,10155.6,2,1,0,0,0,0,1,0,0
16,330.0,1,0,1,0,4335.24,3,0,0,0,1,0,0,1,0
31,520.0,1,1,0,5,2115.75,3,0,0,0,1,1,0,0,0
17,405.0,1,1,2,5,1911.0,0,0,1,0,0,0,0,0,1
9,515.0,1,0,4,0,9254.7,2,0,1,0,0,0,0,0,1
6,465.0,1,0,0,2,5304.39,1,0,1,0,0,0,0,1,0
29,285.0,0,0,2,5,11209.38,2,1,0,0,0,0,1,0,0
29,225.0,0,1,0,2,1471.47,0,0,1,0,0,0,0,1,0
29,300.0,0,1,0,0,3265.08,2,0,1,0,0,1,0,0,0
19,235.0,1,1,0,2,1801.8,0,0,0,0,1,0,0,1,0
11,415.0,1,1,0,2,3319.68,3,0,0,0,1,1,0,0,0
22,255.0,1,0,4,0,4873.05,3,0,0,0,1,0,0,1,0
4,185.0,0,1,4,4,2246.79,1,0,0,1,0,1,0,0,0
3,345.0,1,0,4,0,5323.5,0,0,0,0,1,0,0,1,0
20,240.0,0,1,0,0,933.66,3,0,1,0,0,0,0,1,0
21,190.0,0,1,2,5,2162.16,1,0,0,1,0,1,0,0,0
6,260.0,1,1,1,4,1015.56,2,0,1,0,0,0,0,0,1
29,215.0,0,0,0,2,8681.4,0,0,0,1,0,0,1,0,0
22,255.0,1,0,4,0,7813.26,2,0,0,1,0,0,0,0,1
29,220.0,0,1,4,0,1618.89,3,0,0,1,0,0,1,0,0
9,505.0,1,0,0,5,3767.4,3,0,1,0,0,0,0,1,0
19,400.0,1,0,2,3,6115.2,1,0,0,0,1,1,0,0,0
27,230.0,0,1,2,5,1534.26,1,0,1,0,0,0,0,1,0
2,280.0,0,1,0,5,1826.37,3,1,0,0,0,0,1,0,0
20,450.0,1,1,1,0,1053.78,1,0,1,0,0,0,0,1,0
19,265.0,1,1,2,5,2396.94,2,0,0,0,1,0,0,1,0
4,185.0,0,1,0,2,3106.74,3,0,0,1,0,1,0,0,0
21,190.0,0,1,2,5,1692.6,2,0,0,1,0,1,0,0,0
29,350.0,0,1,2,5,6325.41,1,0,1,0,0,1,0,0,0
16,365.0,1,0,0,2,4160.52,3,1,0,0,0,0,0,0,1
4,185.0,0,0,0,2,8962.59,1,0,0,1,0,1,0,0,0
29,220.0,0,0,4,0,10289.37,2,0,1,0,0,0,0,1,0
29,275.0,0,0,2,5,10622.43,3,1,0,0,0,0,1,0,0
15,370.0,1,1,0,5,2189.46,3,0,0,1,0,0,1,0,0
21,265.0,0,0,4,0,9822.54,2,1,0,0,0,0,1,0,0
15,225.0,1,0,2,5,4662.84,1,0,0,0,1,0,0,1,0
23,300.0,1,1,2,5,731.64,2,1,0,0,0,0,0,1,0
7,235.0,0,1,4,0,1266.72,3,0,1,0,0,0,0,1,0
21,185.0,0,1,0,0,3685.5,2,0,0,1,0,1,0,0,0
31,390.0,1,1,0,5,3215.94,0,1,0,0,0,0,0,1,0
21,310.0,0,0,2,5,16481.01,3,0,1,0,0,1,0,0,0
29,220.0,0,0,1,4,10677.03,0,0,1,0,0,0,0,1,0
19,570.0,2,0,0,3,7780.5,2,0,0,0,1,1,0,0,0
2,280.0,0,1,2,3,3619.98,2,1,0,0,0,0,1,0,0
17,525.0,1,0,1,0,7589.4,1,0,0,0,1,0,1,0,0
20,440.0,1,1,1,0,1485.12,3,0,1,0,0,0,0,1,0
21,185.0,0,1,4,4,1624.35,1,0,0,1,0,1,0,0,0
20,215.0,0,1,4,2,745.29,1,0,0,1,0,0,1,0,0
18,510.0,1,0,4,2,1971.06,3,0,0,0,1,0,0,1,0
29,215.0,0,1,2,5,3415.23,1,1,0,0,0,0,1,0,0
24,305.0,1,1,0,5,2391.48,1,0,0,1,0,0,1,0,0
21,215.0,0,1,2,5,5743.92,1,1,0,0,0,0,1,0,0
29,225.0,0,0,0,0,11056.5,2,0,1,0,0,0,0,1,0
19,345.0,1,0,4,2,4632.81,1,0,0,1,0,0,1,0,0
4,380.0,1,1,0,5,4368.0,1,1,0,0,0,0,0,0,1
27,195.0,0,1,4,4,1182.09,1,0,0,1,0,1,0,0,0
2,305.0,0,1,3,3,1878.24,1,0,1,0,0,1,0,0,0
2,300.0,0,1,3,3,2724.54,1,0,1,0,0,1,0,0,0
21,350.0,0,1,0,0,5615.61,1,0,1,0,0,1,0,0,0
22,415.0,2,0,4,0,11048.31,3,0,0,1,0,0,0,0,1
6,315.0,1,0,1,4,3043.95,2,0,1,0,0,0,0,1,0
23,365.0,1,1,2,3,1283.1,2,1,0,0,0,0,0,0,1
9,505.0,1,0,0,3,5623.8,1,0,0,0,1,0,1,0,0
0,270.0,1,1,4,0,1992.9,0,0,0,0,1,0,1,0,0
22,270.0,1,0,0,2,4542.72,1,0,0,1,0,0,0,0,1
16,375.0,1,0,1,0,5126.94,2,0,0,1,0,1,0,0,0
6,415.0,1,0,4,2,6306.3,3,0,0,0,1,0,1,0,0
3,345.0,1,0,4,0,4231.5,2,0,0,0,1,0,0,1,0
23,365.0,1,0,2,3,3931.2,2,1,0,0,0,0,0,0,1
4,380.0,1,0,0,5,9604.14,2,1,0,0,0,0,0,0,1
29,215.0,0,0,0,2,10540.53,3,0,0,1,0,0,1,0,0
23,315.0,1,0,4,0,4755.66,1,0,0,1,0,1,0,0,0
16,340.0,1,1,4,0,3049.41,3,0,0,1,0,1,0,0,0
3,390.0,1,0,4,2,4449.9,0,0,0,1,0,0,0,0,1
33,465.0,1,1,4,0,2216.76,1,0,0,0,1,1,0,0,0
18,380.0,1,0,2,5,7343.7,0,0,1,0,0,0,0,1,0
29,215.0,0,1,0,5,1430.52,1,0,0,1,0,0,1,0,0
16,480.0,1,0,4,2,4340.7,3,1,0,0,0,0,0,0,1
0,400.0,1,1,4,2,2972.97,2,0,0,0,1,0,1,0,0
16,325.0,1,1,0,5,2156.7,0,0,0,0,1,0,0,1,0
7,210.0,0,1,0,2,2962.05,3,0,0,1,0,0,1,0,0
4,465.0,1,0,4,0,16374.54,1,1,0,0,0,0,0,0,1
29,290.0,0,0,0,0,13322.4,3,0,1,0,0,1,0,0,0
23,335.0,1,1,1,4,1086.54,1,0,0,1,0,1,0,0,0
4,195.0,0,1,4,4,3144.96,3,1,0,0,0,0,0,1,0
17,515.0,1,1,1,0,2702.7,2,0,0,0,1,0,1,0,0
21,290.0,0,0,0,0,20188.35,3,0,1,0,0,1,0,0,0
20,210.0,0,1,0,5,2279.55,3,0,0,1,0,0,1,0,0
16,360.0,1,0,0,2,4155.06,1,1,0,0,0,0,0,0,1
4,195.0,0,1,4,4,1681.68,3,1,0,0,0,0,0,1,0
27,230.0,0,1,4,4,3134.04,0,0,1,0,0,0,0,1,0
24,350.0,1,1,4,0,3057.6,2,0,1,0,0,0,0,1,0
1,560.0,1,0,0,3,7054.32,2,0,0,1,0,0,1,0,0
21,290.0,0,0,2,5,15042.3,0,0,1,0,0,1,0,0,0
24,350.0,1,1,4,0,2285.01,1,0,1,0,0,0,0,1,0
29,210.0,0,0,2,3,10728.9,0,0,0,1,0,0,1,0,0
21,190.0,0,1,2,5,3357.9,2,0,0,1,0,1,0,0,0
4,210.0,0,1,0,0,2487.03,2,0,0,1,0,0,1,0,0
15,385.0,1,1,4,2,2511.6,0,0,0,1,0,0,1,0,0
3,475.0,1,0,4,2,4231.5,0,0,0,0,1,0,0,1,0
29,210.0,0,0,0,2,8506.68,1,0,0,1,0,0,1,0,0
21,285.0,0,1,2,5,5683.86,2,1,0,0,0,0,1,0,0
4,190.0,0,1,0,0,2025.66,1,0,0,1,0,1,0,0,0
4,190.0,0,1,2,5,2153.97,3,0,0,1,0,1,0,0,0
21,185.0,0,0,0,0,7040.67,1,1,0,0,0,0,0,0,1
21,185.0,0,0,5,5,6996.99,3,0,0,1,0,1,0,0,0
6,300.0,1,1,0,2,1591.59,2,0,1,0,0,0,0,0,1
29,220.0,0,0,4,0,8681.4,0,0,0,1,0,0,1,0,0
11,450.0,1,1,4,0,1859.13,1,0,0,0,1,1,0,0,0
23,570.0,1,0,4,0,4772.04,2,0,0,1,0,1,0,0,0
17,385.0,1,1,4,0,1831.83,0,0,0,1,0,0,1,0,0
21,185.0,0,1,0,0,1545.18,2,0,0,1,0,1,0,0,0
15,275.0,1,0,0,2,4690.14,3,0,0,0,1,0,0,1,0
19,350.0,1,1,0,5,2140.32,2,0,0,1,0,0,1,0,0
29,220.0,0,1,4,4,1801.8,1,0,1,0,0,0,0,1,0
16,390.0,1,0,4,2,4395.3,2,0,0,1,0,1,0,0,0
21,185.0,0,1,2,5,2227.68,1,0,0,1,0,1,0,0,0
19,390.0,1,1,2,5,4067.7,0,0,1,0,0,0,0,0,1
15,210.0,1,0,4,0,4924.92,2,0,0,1,0,0,0,0,1
23,445.0,1,0,0,2,2904.72,3,1,0,0,0,0,0,1,0
16,410.0,1,1,1,0,5050.5,2,0,0,0,1,1,0,0,0
18,505.0,1,0,4,2,3931.2,0,0,0,1,0,0,1,0,0
0,270.0,1,1,4,0,1992.9,1,0,0,0,1,0,1,0,0
6,290.0,1,0,1,4,2492.49,0,0,1,0,0,0,0,0,1
29,290.0,0,1,0,0,6688.5,3,0,1,0,0,1,0,0,0
6,260.0,1,1,1,4,1441.44,1,0,1,0,0,0,0,0,1
29,215.0,0,0,4,0,12896.52,3,0,0,1,0,0,1,0,0
15,505.0,1,1,0,5,2162.16,2,0,0,0,1,1,0,0,0
29,220.0,0,0,1,4,10289.37,2,0,1,0,0,0,0,1,0
21,185.0,0,1,5,5,3330.6,2,0,0,1,0,1,0,0,0
19,370.0,1,0,0,5,4632.81,1,0,0,1,0,0,1,0,0
22,250.0,1,1,4,0,1206.66,0,0,0,1,0,0,0,0,1
12,450.0,1,0,2,3,10567.83,2,0,0,0,1,0,1,0,0
21,300.0,1,1,0,5,3232.32,1,1,0,0,0,0,0,0,1
9,560.0,1,0,0,5,5896.8,1,0,1,0,0,0,0,0,1
15,215.0,1,0,0,2,4662.84,1,0,0,0,1,0,0,1,0
21,290.0,0,0,2,5,14927.64,1,0,1,0,0,1,0,0,0
29,210.0,0,1,0,2,1902.81,2,0,0,1,0,0,1,0,0
29,285.0,0,0,2,5,11438.7,0,1,0,0,0,0,1,0,0
16,355.0,1,1,0,5,4116.84,3,0,0,0,1,1,0,0,0
23,360.0,1,0,4,0,2839.2,0,0,0,0,1,1,0,0,0
29,225.0,0,1,4,4,1711.71,0,0,1,0,0,0,0,1,0
21,185.0,0,1,2,2,2184.0,1,0,0,1,0,1,0,0,0
29,300.0,0,0,0,0,14073.15,0,0,1,0,0,1,0,0,0
20,325.0,0,1,5,3,2159.43,3,0,1,0,0,1,0,0,0
6,290.0,1,1,4,0,1870.05,2,0,0,1,0,0,1,0,0
19,340.0,1,1,2,3,1698.06,1,0,0,1,0,1,0,0,0
22,255.0,1,0,4,0,7813.26,2,0,0,1,0,0,0,0,1
4,210.0,0,0,0,0,5506.41,1,0,0,1,0,0,1,0,0
21,350.0,0,0,0,0,19549.53,1,0,1,0,0,1,0,0,0
19,535.0,1,0,4,2,6470.1,0,0,0,0,1,0,1,0,0
0,270.0,1,0,4,0,8471.19,1,0,0,0,1,0,1,0,0
19,215.0,1,0,2,5,4477.2,0,0,0,1,0,0,0,0,1
22,445.0,1,0,0,5,8200.92,3,0,0,0,1,0,0,1,0
4,375.0,1,0,4,2,12448.8,0,1,0,0,0,0,0,0,1
21,285.0,0,1,4,0,3767.4,3,1,0,0,0,0,1,0,0
15,290.0,1,0,4,0,5296.2,0,0,0,1,0,0,0,0,1
4,185.0,0,1,0,0,2153.97,3,0,0,1,0,1,0,0,0
29,210.0,0,1,2,3,1572.48,1,0,0,1,0,0,1,0,0
29,225.0,0,1,0,0,2274.09,0,0,0,1,0,0,1,0,0
7,210.0,0,1,0,2,1468.74,1,0,0,1,0,0,1,0,0
19,570.0,2,0,0,3,5378.1,0,0,0,0,1,1,0,0,0
28,570.0,1,1,3,0,2358.72,1,1,0,0,0,0,0,0,1
29,225.0,0,0,0,0,8506.68,1,0,0,1,0,0,1,0,0
7,195.0,0,1,0,0,3344.25,2,0,0,1,0,0,1,0,0
27,225.0,0,1,2,5,1386.84,1,0,0,1,0,0,1,0,0
15,380.0,1,1,0,5,3306.03,3,0,0,1,0,1,0,0,0
7,210.0,0,1,0,2,1632.54,3,0,0,1,0,0,1,0,0
4,195.0,0,1,2,5,2178.54,3,1,0,0,0,0,0,1,0
26,310.0,1,1,4,0,2768.22,3,0,0,1,0,1,0,0,0
6,300.0,1,1,0,2,1143.87,1,0,1,0,0,0,0,0,1
6,320.0,1,1,1,4,1457.82,2,0,1,0,0,0,0,1,0
4,525.0,1,0,1,2,5214.3,3,0,0,0,1,0,1,0,0
20,205.0,0,1,2,5,1706.25,2,0,0,1,0,0,1,0,0
20,205.0,0,1,0,2,1875.51,0,0,0,1,0,0,1,0,0
29,215.0,0,1,0,2,1313.13,3,0,0,1,0,0,1,0,0
24,350.0,1,0,4,0,8116.29,3,0,1,0,0,0,0,1,0
19,230.0,1,0,0,2,4531.8,1,0,0,1,0,0,0,0,1
15,210.0,1,0,4,0,5350.8,2,0,0,1,0,0,0,0,1
22,415.0,2,0,4,0,11064.69,0,0,0,1,0,0,0,0,1
6,355.0,1,0,5,3,3876.6,1,0,0,1,0,0,1,0,0
19,400.0,1,1,2,3,2866.5,1,0,0,0,1,1,0,0,0
23,405.0,1,1,4,2,3931.2,2,1,0,0,0,0,0,0,1
16,355.0,1,0,0,5,4149.6,3,0,0,0,1,1,0,0,0
22,250.0,1,1,0,2,2754.57,2,0,0,0,1,0,0,1,0
12,460.0,1,1,1,0,4812.99,1,0,1,0,0,1,0,0,0
28,405.0,1,0,3,4,6388.2,3,1,0,0,0,0,0,0,1
20,210.0,0,1,4,0,849.03,3,0,0,1,0,0,1,0,0
23,335.0,1,0,1,4,3557.19,1,0,0,1,0,1,0,0,0
19,385.0,1,0,2,5,5678.4,1,0,1,0,0,0,0,0,1
19,240.0,1,0,0,2,4613.7,1,0,0,1,0,0,0,0,1
23,560.0,1,0,0,5,2907.45,3,1,0,0,0,0,0,1,0
19,475.0,2,0,0,5,6934.2,2,0,1,0,0,0,0,0,1
19,340.0,1,0,2,3,4777.5,1,0,0,1,0,1,0,0,0
4,510.0,1,1,4,2,1365.0,1,1,0,0,0,0,0,0,1
18,380.0,1,1,2,5,2511.6,0,0,1,0,0,0,0,1,0
21,245.0,0,0,4,4,7300.019999999999,1,0,0,1,0,1,0,0,0
6,295.0,1,1,4,0,1545.18,0,0,0,1,0,0,1,0,0
16,335.0,1,1,0,2,1283.1,3,0,0,1,0,1,0,0,0
22,415.0,2,0,4,0,11048.31,3,0,0,1,0,0,0,0,1
16,405.0,1,0,4,2,4335.24,3,0,0,0,1,0,0,1,0
6,285.0,1,0,1,4,2320.5,3,0,1,0,0,0,0,0,1
4,185.0,0,0,0,2,8929.83,1,0,0,1,0,1,0,0,0
16,380.0,1,1,4,2,2648.1,2,0,0,0,1,1,0,0,0
17,350.0,1,1,4,0,1861.86,3,0,0,1,0,0,1,0,0
29,215.0,0,0,4,0,8506.68,1,0,0,1,0,0,1,0,0
19,335.0,1,1,2,3,1515.15,0,0,0,1,0,1,0,0,0
20,230.0,0,1,4,0,1291.29,1,0,1,0,0,0,0,1,0
16,335.0,1,0,0,2,4395.3,2,0,0,1,0,1,0,0,0
8,285.0,1,0,0,5,7684.95,0,0,0,1,0,0,0,0,1
15,515.0,1,1,5,1,2478.84,3,0,0,0,1,1,0,0,0
25,270.0,0,1,2,5,1083.81,1,0,0,1,0,1,0,0,0
21,390.0,1,1,0,2,3426.15,1,1,0,0,0,0,0,0,1
9,490.0,1,0,0,3,5187.0,0,0,0,0,1,0,1,0,0
29,220.0,0,0,0,2,10289.37,2,0,1,0,0,0,0,1,0
21,185.0,0,1,2,5,1719.9,0,0,0,1,0,1,0,0,0
23,500.0,1,0,0,5,2888.34,1,1,0,0,0,0,0,1,0
0,310.0,1,1,0,2,3084.9,0,0,1,0,0,0,0,0,1
6,300.0,1,0,2,5,2822.82,3,0,1,0,0,0,0,1,0
18,505.0,1,1,4,2,2159.43,3,0,0,1,0,0,1,0,0
21,280.0,0,0,2,5,17103.45,2,1,0,0,0,0,1,0,0
19,365.0,1,1,0,5,2399.67,3,0,0,1,0,0,1,0,0
24,360.0,1,1,4,0,1870.05,1,0,1,0,0,0,0,0,1
29,220.0,0,0,4,0,8506.68,1,0,0,1,0,0,1,0,0
19,375.0,1,1,4,2,2538.9,3,0,0,0,1,0,1,0,0
16,370.0,1,0,0,5,4013.1,3,1,0,0,0,0,0,1,0
4,220.0,0,0,1,4,8927.1,0,0,1,0,0,0,0,1,0
17,405.0,1,0,2,5,7750.47,2,0,1,0,0,0,0,0,1
16,340.0,1,1,0,5,1419.6,0,0,0,0,1,0,0,1,0
15,450.0,1,1,1,0,2511.6,0,0,0,1,0,0,1,0,0
16,365.0,1,1,0,2,3084.9,3,1,0,0,0,0,0,0,1
2,305.0,0,1,3,3,1512.42,3,0,1,0,0,1,0,0,0
4,390.0,1,1,4,0,3104.01,3,1,0,0,0,0,0,0,1
19,375.0,1,0,3,4,10401.3,0,1,0,0,0,0,0,1,0
6,305.0,1,0,0,2,2809.17,1,0,1,0,0,0,0,1,0
4,485.0,1,1,4,2,2375.1,0,0,0,0,1,1,0,0,0
16,500.0,1,1,0,5,1728.09,0,1,0,0,0,0,0,1,0
16,410.0,1,0,1,0,3985.8,2,0,0,0,1,1,0,0,0
28,405.0,1,0,3,4,6456.45,3,1,0,0,0,0,1,0,0
16,360.0,1,0,0,2,4286.1,2,1,0,0,0,0,0,0,1
29,300.0,0,1,0,0,3265.08,1,0,1,0,0,1,0,0,0
21,190.0,0,1,0,0,3357.9,2,0,0,1,0,1,0,0,0
23,365.0,1,1,2,3,1004.64,1,1,0,0,0,0,0,0,1
16,465.0,1,0,4,0,4559.1,3,0,0,1,0,1,0,0,0
19,570.0,2,0,0,3,5378.1,0,0,0,0,1,1,0,0,0
24,535.0,1,0,4,0,8525.789999999999,3,0,1,0,0,0,0,1,0
1,555.0,1,0,1,0,5318.04,3,0,1,0,0,0,0,0,1
15,215.0,1,1,0,2,1250.34,3,0,0,0,1,0,0,1,0
0,420.0,1,0,0,5,8151.78,2,0,1,0,0,0,0,1,0
15,260.0,1,0,0,5,4900.35,1,0,0,1,0,0,0,0,1
17,560.0,2,0,0,5,11411.4,1,0,0,0,1,1,0,0,0
7,210.0,0,1,2,5,1452.36,2,0,0,1,0,0,1,0,0
19,250.0,1,1,0,2,2686.32,0,0,0,0,1,0,0,1,0
15,275.0,1,0,0,5,4673.76,1,0,0,0,1,0,0,1,0
21,290.0,0,1,2,5,3270.54,1,0,1,0,0,1,0,0,0
4,185.0,0,1,4,4,1662.57,1,1,0,0,0,0,0,1,0
28,570.0,1,0,3,0,6388.2,2,1,0,0,0,0,0,0,1
4,225.0,0,0,4,4,5432.7,0,0,1,0,0,0,0,1,0
19,475.0,2,0,0,5,8681.4,0,0,1,0,0,0,0,0,1
7,195.0,0,1,0,0,2246.79,2,0,0,1,0,0,1,0,0
18,370.0,1,0,2,5,7144.41,1,0,1,0,0,0,0,1,0
24,360.0,1,0,4,0,6412.77,1,0,1,0,0,0,0,0,1
0,370.0,1,0,5,1,8681.4,2,0,0,0,1,0,1,0,0
0,415.0,1,1,4,5,2724.54,3,0,0,1,0,0,1,0,0
24,350.0,1,0,4,0,8094.45,1,0,1,0,0,0,0,1,0
4,545.0,1,1,4,2,4870.32,0,1,0,0,0,0,0,0,1
16,430.0,1,0,0,5,4488.12,1,0,0,1,0,1,0,0,0
19,570.0,2,1,0,3,2156.7,1,0,0,0,1,1,0,0,0
28,405.0,1,1,3,4,2869.23,3,1,0,0,0,0,1,0,0
19,415.0,1,1,2,3,5877.69,0,0,0,1,0,1,0,0,0
4,380.0,1,0,4,2,12386.01,0,1,0,0,0,0,0,0,1
19,505.0,1,1,2,3,3494.4,1,0,1,0,0,1,0,0,0
0,270.0,1,1,4,0,3221.4,2,0,0,0,1,0,1,0,0
4,190.0,0,0,4,0,8790.6,0,1,0,0,0,0,0,1,0
9,515.0,1,0,4,0,4722.9,2,0,1,0,0,0,0,1,0
4,380.0,1,0,0,5,12448.8,0,1,0,0,0,0,0,0,1
21,185.0,0,1,0,0,1493.31,1,0,0,1,0,1,0,0,0
2,305.0,0,1,3,3,1506.96,3,0,1,0,0,1,0,0,0
20,205.0,0,1,0,2,1141.14,1,0,0,1,0,0,1,0,0
21,265.0,0,1,4,0,3284.19,1,1,0,0,0,0,1,0,0
16,460.0,1,0,0,5,4013.1,3,1,0,0,0,0,0,1,0
6,315.0,1,1,1,4,1640.73,2,0,1,0,0,0,0,1,0
19,355.0,1,0,4,2,8408.4,2,0,0,0,1,0,1,0,0
4,390.0,1,0,4,0,9604.14,3,1,0,0,0,0,0,0,1
4,185.0,0,0,0,2,8927.1,2,0,0,1,0,1,0,0,0
19,570.0,2,0,0,3,5378.1,2,0,0,0,1,1,0,0,0
9,545.0,1,1,0,5,3985.8,0,0,1,0,0,0,0,0,1
28,440.0,1,1,3,4,6142.5,0,1,0,0,0,0,1,0,0
15,195.0,0,0,2,5,9789.78,3,0,0,0,1,1,0,0,0
25,210.0,0,1,4,4,660.66,3,1,0,0,0,0,0,1,0
12,540.0,1,0,1,0,5820.36,1,0,1,0,0,0,0,0,1
3,345.0,1,0,4,0,4231.5,0,0,0,0,1,0,0,1,0
21,250.0,0,0,2,5,7330.05,1,0,0,1,0,1,0,0,0
15,205.0,1,0,4,0,5004.09,3,0,0,1,0,0,0,0,1
29,230.0,0,0,0,0,10537.8,0,0,1,0,0,0,0,1,0
6,460.0,1,0,0,2,4812.99,1,0,1,0,0,0,0,0,1
17,350.0,1,1,2,5,3030.3,0,0,1,0,0,0,0,1,0
19,415.0,1,0,0,5,5023.2,0,0,0,0,1,0,1,0,0
29,285.0,0,1,2,5,3980.34,0,1,0,0,0,0,1,0,0
6,560.0,1,0,4,5,3658.2,0,0,0,1,0,0,1,0,0
29,220.0,0,1,4,4,2003.82,2,0,1,0,0,0,0,1,0
1,570.0,1,0,0,3,7054.32,0,0,0,1,0,0,1,0,0
16,390.0,1,0,0,5,3819.27,1,1,0,0,0,0,0,1,0
16,495.0,1,0,1,0,4149.6,3,0,0,0,1,1,0,0,0
22,445.0,1,0,0,5,8198.19,2,0,0,0,1,0,0,1,0
23,365.0,1,0,2,3,4570.02,1,1,0,0,0,0,0,0,1
20,285.0,0,1,3,1,2563.47,2,1,0,0,0,0,1,0,0
29,220.0,0,1,0,5,1572.48,1,0,0,1,0,0,1,0,0
28,445.0,1,0,3,4,6431.88,2,1,0,0,0,0,1,0,0
33,395.0,1,1,0,5,1668.03,2,0,0,1,0,1,0,0,0
7,235.0,0,1,0,0,1485.12,3,0,1,0,0,0,0,1,0
12,540.0,1,0,1,0,6057.87,1,0,1,0,0,0,0,0,1
19,365.0,1,0,1,0,6033.3,3,0,0,1,0,0,0,0,1
9,555.0,2,0,0,5,11048.31,2,1,0,0,0,0,0,0,1
4,380.0,1,1,0,5,2648.1,2,1,0,0,0,0,0,0,1
4,475.0,1,1,4,2,4201.47,1,1,0,0,0,0,0,0,1
29,225.0,0,1,2,5,1291.29,2,0,1,0,0,0,0,1,0
19,240.0,1,1,1,4,1550.64,0,0,0,1,0,0,0,0,1
4,545.0,1,1,4,2,4968.6,0,1,0,0,0,0,0,0,1
17,405.0,1,1,2,5,2566.2,0,0,1,0,0,0,0,0,1
29,230.0,0,0,5,5,10281.18,3,0,1,0,0,0,0,1,0
9,475.0,1,0,0,3,7125.3,1,0,0,0,1,0,1,0,0
16,505.0,2,0,1,0,6552.0,3,0,0,0,1,1,0,0,0
15,190.0,0,0,0,0,10062.78,3,1,0,0,0,0,0,0,1
27,195.0,0,1,0,0,1064.7,1,0,0,1,0,1,0,0,0
12,460.0,1,0,1,0,9019.92,1,0,1,0,0,1,0,0,0
16,505.0,1,0,4,2,3983.07,3,1,0,0,0,0,0,1,0
15,305.0,1,0,4,0,4687.41,2,0,0,0,1,0,0,1,0
21,255.0,0,1,2,5,1588.86,1,0,0,0,1,1,0,0,0
21,335.0,1,1,4,0,2186.73,0,1,0,0,0,0,0,1,0
18,520.0,1,0,4,0,3764.67,1,0,0,1,0,0,1,0,0
18,520.0,1,0,4,0,3761.94,1,0,0,1,0,0,1,0,0
26,405.0,1,1,2,5,2669.94,2,0,0,0,1,1,0,0,0
17,540.0,2,0,0,5,9991.8,3,0,0,0,1,1,0,0,0
6,295.0,1,1,0,2,1274.91,3,0,1,0,0,0,0,0,1
19,365.0,1,0,0,5,6825.0,3,0,0,1,0,0,1,0,0
1,525.0,1,0,2,3,7081.62,2,0,0,1,0,0,1,0,0
16,365.0,1,0,0,2,4163.25,3,1,0,0,0,0,0,0,1
16,395.0,1,1,0,2,1946.49,1,0,0,1,0,1,0,0,0
27,230.0,0,1,4,4,952.77,2,0,1,0,0,0,0,1,0
29,210.0,0,0,2,3,8506.68,1,0,0,1,0,0,1,0,0
29,210.0,0,0,2,3,10540.53,3,0,0,1,0,0,1,0,0
29,220.0,0,1,0,5,2274.09,0,0,0,1,0,0,1,0,0
