Airline,Source,Destination,Duration,stops,class,depature time,arrival time,Price,Date,Season
KLM,IST,ROM,405,1,business,Evening,Night,7753.2,2024-09-03,Autumn
Air France,CMN,PAR,185,0,economy,Morning,Morning,4313.4,2024-08-16,Summer
Air France,ROM,CMN,565,1,business,Early Morning,Afternoon,7343.7,2024-09-03,Autumn
Iberia,CMN,ROM,480,1,economy,Morning,Evening,2238.6,2024-01-12,Winter
KLM,IST,CMN,1095,2,business,Evening,Morning,8151.78,2024-09-03,Autumn
Air France,CMN,PAR,195,0,economy,Morning,Morning,3445.2599999999998,2024-01-12,Winter
Vueling,PAR,ROM,125,0,economy,Afternoon,Evening,644.28,2024-06-01,Summer
Air Serbia,IST,ROM,615,1,business,Morning,Evening,2347.8,2024-05-29,Spring
Turkish Airlines,IST,ROM,155,0,economy,Evening,Evening,1577.94,2024-11-05,Autumn
Royal Air Maroc,CMN,PAR,455,1,economy,Morning,Evening,1225.77,2024-03-17,Spring
easyJet,PAR,ROM,115,0,economy,Early Morning,Morning,526.89,2024-05-29,Spring
AnadoluJet,PAR,IST,195,0,economy,Afternoon,Afternoon,1452.36,2024-06-01,Summer
Lufthansa,ROM,CMN,570,2,economy,Afternoon,Late Night,2156.7,2024-08-16,Summer
Egypt Air,IST,CMN,705,1,economy,Afternoon,Night,3955.77,2024-07-04,Summer
Egypt Air,IST,CMN,645,1,economy,Late Night,Afternoon,3884.79,2023-12-09,Winter
Lufthansa,ROM,CMN,570,2,business,Afternoon,Late Night,7780.5,2024-10-19,Autumn
ITA Airways,ROM,IST,155,0,economy,Evening,Night,1785.42,2024-01-12,Winter
Volotea,ROM,CMN,380,1,economy,Afternoon,Night,3740.1,2024-04-18,Spring
TAP Portugal,CMN,ROM,385,1,business,Afternoon,Evening,2694.5099999999998,2023-12-09,Winter
Air Algerie,PAR,IST,625,1,business,Afternoon,Late Night,7472.01,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,175,0,business,Afternoon,Evening,7537.53,2024-11-05,Autumn
Pegasus Airlines,PAR,IST,215,0,economy,Afternoon,Night,859.95,2024-03-17,Spring
Air Serbia,ROM,IST,295,1,economy,Afternoon,Night,1659.84,2024-03-17,Spring
British Airways,IST,CMN,720,2,economy,Morning,Evening,5473.65,2024-06-01,Summer
Turkish Airlines,IST,CMN,350,0,business,Evening,Night,20199.27,2024-03-17,Spring
Egypt Air,IST,CMN,830,1,economy,Late Night,Afternoon,5072.34,2024-09-03,Autumn
Vueling,PAR,ROM,300,1,economy,Morning,Afternoon,1444.17,2024-09-03,Autumn
Vueling,PAR,ROM,370,1,economy,Afternoon,Night,914.55,2024-10-19,Autumn
TAP Portugal,CMN,PAR,640,1,business,Afternoon,Night,2915.64,2023-12-09,Winter
Royal Air Maroc,PAR,CMN,190,0,economy,Evening,Night,1638.0,2024-09-03,Autumn
Egypt Air,IST,CMN,715,1,economy,Afternoon,Night,5113.29,2024-02-10,Winter
LOT,IST,PAR,370,1,business,Evening,Night,7343.7,2024-08-16,Summer
Air France,CMN,PAR,185,0,business,Morning,Morning,8790.6,2024-10-19,Autumn
TAP Portugal,CMN,PAR,550,1,economy,Morning,Night,1094.73,2024-05-29,Spring
Vueling,ROM,PAR,130,0,economy,Afternoon,Afternoon,529.62,2024-02-10,Winter
Lufthansa,CMN,IST,800,1,business,Late Night,Evening,5296.2,2024-01-12,Winter
Egypt Air,CMN,IST,900,1,business,Afternoon,Early Morning,15195.18,2024-09-03,Autumn
Lufthansa,CMN,IST,590,1,business,Late Night,Afternoon,9090.9,2024-06-01,Summer
Wizz Air Malta,ROM,PAR,135,0,economy,Early Morning,Morning,554.1899999999999,2024-04-18,Spring
ITA Airways,IST,ROM,160,0,economy,Morning,Morning,1468.74,2024-02-10,Winter
Air France,PAR,IST,350,1,business,Morning,Afternoon,8370.18,2024-01-12,Winter
Pegasus Airlines,IST,ROM,160,0,economy,Morning,Morning,892.71,2024-06-01,Summer
Vueling,PAR,ROM,125,0,economy,Evening,Evening,431.34,2024-04-18,Spring
Pegasus Airlines,IST,PAR,240,0,economy,Morning,Morning,2271.36,2023-12-09,Winter
Royal Air Maroc,PAR,CMN,185,0,business,Evening,Night,7409.22,2024-06-01,Summer
Lufthansa,IST,ROM,620,1,business,Afternoon,Night,4804.8,2024-04-18,Spring
Transavia France,ROM,PAR,135,0,economy,Early Morning,Morning,745.29,2024-10-19,Autumn
Royal Air Maroc,ROM,CMN,200,0,business,Evening,Night,7856.94,2024-05-29,Spring
SWISS,PAR,ROM,250,1,business,Morning,Afternoon,4436.25,2024-01-12,Winter
Royal Air Maroc,CMN,PAR,170,0,business,Morning,Afternoon,6532.89,2024-08-16,Summer
British Airways,IST,PAR,390,1,business,Evening,Night,4313.4,2024-03-17,Spring
Royal Air Maroc,CMN,ROM,190,0,business,Afternoon,Afternoon,7051.59,2024-02-10,Winter
SWISS,PAR,ROM,325,2,business,Morning,Afternoon,14291.55,2024-09-03,Autumn
Royal Air Maroc,CMN,PAR,180,0,business,Afternoon,Afternoon,6494.67,2024-01-12,Winter
Turkish Airlines,ROM,IST,165,0,business,Afternoon,Evening,10674.3,2024-04-18,Spring
Royal Air Maroc,CMN,PAR,170,0,business,Morning,Afternoon,6549.2699999999995,2024-10-19,Autumn
SAUDIA,CMN,IST,790,1,business,Evening,Morning,18512.13,2024-06-01,Summer
KLM,PAR,IST,335,1,economy,Morning,Afternoon,1831.83,2024-09-03,Autumn
Air France,ROM,CMN,925,1,business,Early Morning,Night,6415.5,2024-11-05,Autumn
Lufthansa,IST,CMN,740,1,business,Afternoon,Late Night,10019.1,2024-08-16,Summer
ITA Airways,PAR,ROM,125,0,business,Afternoon,Afternoon,3816.54,2024-01-12,Winter
TAP Portugal,PAR,CMN,545,1,business,Morning,Afternoon,3589.95,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Morning,Morning,1397.76,2024-07-04,Summer
Iberia,ROM,CMN,385,1,business,Morning,Evening,3985.8,2024-01-12,Winter
Iberia,CMN,ROM,480,1,business,Morning,Evening,4365.2699999999995,2024-02-10,Winter
Air Serbia,PAR,IST,295,1,economy,Morning,Afternoon,1708.98,2024-06-01,Summer
Egypt Air,IST,CMN,460,1,business,Early Morning,Afternoon,16587.48,2024-08-16,Summer
Royal Air Maroc,CMN,ROM,190,0,economy,Afternoon,Afternoon,1471.47,2024-02-10,Winter
TAP Portugal,ROM,CMN,955,1,business,Evening,Morning,2664.48,2024-01-12,Winter
easyJet,ROM,PAR,130,0,economy,Morning,Morning,767.13,2024-04-18,Spring
Vueling,ROM,PAR,135,0,economy,Early Morning,Morning,898.17,2024-07-04,Summer
ITA Airways,IST,ROM,155,0,economy,Morning,Morning,3409.77,2024-06-01,Summer
Turkish Airlines,PAR,IST,225,0,economy,Afternoon,Afternoon,1905.54,2024-06-01,Summer
Royal Air Maroc,CMN,PAR,115,0,economy,Evening,Night,1457.82,2024-03-17,Spring
Air Serbia,ROM,IST,325,1,business,Morning,Afternoon,3387.93,2024-06-01,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Morning,Morning,3024.84,2023-12-09,Winter
Air Serbia,PAR,IST,560,1,business,Morning,Night,3546.27,2024-07-04,Summer
Lufthansa,CMN,IST,590,1,economy,Late Night,Afternoon,4324.32,2024-05-29,Spring
TAP Portugal,CMN,PAR,445,1,business,Afternoon,Evening,2877.42,2024-02-10,Winter
Air Algerie,PAR,IST,470,1,business,Afternoon,Late Night,7081.62,2024-08-16,Summer
Royal Air Maroc,CMN,PAR,175,0,business,Morning,Morning,6491.94,2024-01-12,Winter
Air Serbia,PAR,IST,290,1,business,Morning,Afternoon,3535.35,2024-07-04,Summer
Iberia,CMN,ROM,480,1,economy,Morning,Evening,3576.3,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,175,0,economy,Morning,Morning,1515.15,2024-05-29,Spring
Lufthansa,CMN,ROM,765,2,business,Late Night,Afternoon,9470.37,2024-07-04,Summer
Air France,CMN,PAR,180,0,business,Afternoon,Evening,8790.6,2024-05-29,Spring
Pegasus Airlines,IST,CMN,310,0,economy,Evening,Night,2858.31,2024-07-04,Summer
Turkish Airlines,CMN,IST,285,0,economy,Evening,Night,4040.4,2024-08-16,Summer
TAP Portugal,CMN,ROM,700,1,business,Morning,Late Night,2730.0,2024-05-29,Spring
Turkish Airlines,IST,PAR,225,0,economy,Evening,Night,2143.05,2024-04-18,Spring
Transavia France,PAR,IST,225,0,economy,Evening,Night,971.88,2024-09-03,Autumn
easyJet,ROM,PAR,130,0,economy,Evening,Night,343.98,2024-02-10,Winter
Air France,ROM,CMN,570,1,business,Afternoon,Night,8981.7,2024-05-29,Spring
Royal Air Maroc,CMN,PAR,175,0,economy,Afternoon,Evening,1455.09,2024-06-01,Summer
Turkish Airlines,IST,ROM,160,0,economy,Night,Night,2511.6,2024-09-03,Autumn
Royal Air Maroc,CMN,IST,285,0,economy,Evening,Night,5692.05,2024-08-16,Summer
Turkish Airlines,ROM,IST,165,0,business,Morning,Afternoon,10701.6,2024-04-18,Spring
Lufthansa,IST,CMN,1210,1,business,Early Morning,Late Night,11048.31,2024-08-16,Summer
Air France,CMN,PAR,180,0,economy,Evening,Night,1870.05,2024-05-29,Spring
Turkish Airlines,IST,PAR,225,0,business,Morning,Morning,10297.56,2024-02-10,Winter
TAP Portugal,CMN,PAR,1300,1,business,Afternoon,Afternoon,2932.02,2024-11-05,Autumn
Air France,PAR,CMN,190,0,business,Evening,Night,8959.86,2024-06-01,Summer
Air France,CMN,ROM,465,1,business,Morning,Afternoon,9609.6,2024-10-19,Autumn
Royal Air Maroc,IST,CMN,305,0,business,Morning,Afternoon,15397.2,2024-08-16,Summer
Egypt Air,IST,CMN,1200,1,economy,Evening,Afternoon,3824.73,2024-11-05,Autumn
Turkish Airlines,IST,PAR,225,0,business,Afternoon,Afternoon,10677.03,2024-09-03,Autumn
Lufthansa,PAR,CMN,655,2,business,Afternoon,Late Night,5460.0,2024-09-03,Autumn
ITA Airways,PAR,ROM,275,1,business,Morning,Afternoon,4919.46,2024-06-01,Summer
Royal Air Maroc,PAR,CMN,245,0,business,Afternoon,Afternoon,7818.72,2024-03-17,Spring
Turkish Airlines,ROM,IST,165,0,economy,Morning,Afternoon,2091.18,2024-04-18,Spring
Turkish Airlines,ROM,IST,160,0,business,Evening,Night,19148.22,2024-09-03,Autumn
TAP Portugal,PAR,CMN,1515,1,economy,Morning,Morning,1965.6,2024-07-04,Summer
Egypt Air,IST,CMN,1410,1,business,Afternoon,Morning,11542.44,2024-11-05,Autumn
Turkish Airlines,ROM,IST,165,0,economy,Afternoon,Evening,4414.41,2024-08-16,Summer
Turkish Airlines,IST,ROM,155,0,business,Evening,Evening,11930.1,2024-11-05,Autumn
British Airways,PAR,IST,395,1,business,Morning,Afternoon,5446.35,2024-05-29,Spring
Egypt Air,ROM,CMN,1150,1,business,Evening,Afternoon,10939.11,2024-10-19,Autumn
ITA Airways,ROM,PAR,215,1,business,Afternoon,Evening,4654.65,2024-04-18,Spring
Turkish Airlines,ROM,IST,165,0,economy,Afternoon,Evening,1992.9,2024-09-03,Autumn
Iberia,ROM,CMN,555,1,business,Early Morning,Afternoon,4135.95,2024-03-17,Spring
Royal Air Maroc,CMN,PAR,170,0,economy,Morning,Afternoon,1567.02,2024-10-19,Autumn
KLM,IST,CMN,1420,2,business,Evening,Afternoon,8190.0,2024-11-05,Autumn
Turkish Airlines,CMN,IST,275,0,business,Afternoon,Night,10622.43,2024-11-05,Autumn
Turkish Airlines,IST,CMN,290,0,economy,Afternoon,Afternoon,3300.57,2024-02-10,Winter
TAP Portugal,CMN,ROM,435,1,business,Afternoon,Late Night,2697.24,2024-02-10,Winter
TAP Portugal,PAR,CMN,560,1,business,Early Morning,Afternoon,3570.84,2024-11-05,Autumn
LOT,PAR,IST,705,1,business,Morning,Late Night,3789.24,2024-02-10,Winter
Air France,PAR,ROM,125,0,business,Night,Night,2710.89,2024-03-17,Spring
Lufthansa,PAR,CMN,655,2,business,Afternoon,Late Night,5460.0,2024-09-03,Autumn
Royal Air Maroc,CMN,PAR,115,0,economy,Morning,Morning,1504.23,2024-03-17,Spring
Turkish Airlines,CMN,IST,210,0,economy,Morning,Afternoon,5935.0199999999995,2024-03-17,Spring
Transavia France,IST,PAR,230,0,economy,Evening,Night,889.98,2024-06-01,Summer
ITA Airways,PAR,ROM,275,1,business,Morning,Afternoon,4903.08,2024-05-29,Spring
Iberia,CMN,ROM,830,1,business,Morning,Late Night,4340.7,2023-12-09,Winter
Air France,CMN,PAR,180,0,economy,Afternoon,Evening,4488.12,2024-09-03,Autumn
Air Algerie,PAR,IST,480,1,business,Afternoon,Late Night,7081.62,2024-10-19,Autumn
TAP Portugal,PAR,CMN,480,1,economy,Morning,Afternoon,3344.25,2023-12-09,Winter
Transavia France,ROM,PAR,135,0,economy,Evening,Night,958.23,2024-03-17,Spring
TAP Portugal,PAR,CMN,870,1,business,Night,Morning,3573.57,2024-06-01,Summer
ITA Airways,ROM,IST,150,0,economy,Morning,Afternoon,2047.5,2024-09-03,Autumn
Turkish Airlines,ROM,IST,155,0,business,Morning,Afternoon,10920.0,2024-11-05,Autumn
Iberia,CMN,PAR,510,1,business,Afternoon,Night,3835.65,2024-04-18,Spring
Transavia France,CMN,IST,800,1,economy,Night,Morning,1927.3799999999999,2024-02-10,Winter
Air France,ROM,CMN,715,1,business,Early Morning,Evening,6415.5,2024-11-05,Autumn
Royal Air Maroc,CMN,IST,265,0,business,Morning,Afternoon,8361.99,2024-04-18,Spring
TAROM,IST,PAR,435,1,business,Afternoon,Evening,9085.44,2024-02-10,Winter
Air France,CMN,PAR,180,0,business,Afternoon,Evening,8790.6,2024-04-18,Spring
Transavia France,CMN,IST,905,1,economy,Evening,Afternoon,2339.61,2024-06-01,Summer
AnadoluJet,PAR,IST,195,0,economy,Afternoon,Afternoon,1597.05,2024-04-18,Spring
TAP Portugal,CMN,ROM,365,1,business,Evening,Late Night,2708.16,2024-06-01,Summer
Lufthansa,IST,CMN,740,1,economy,Afternoon,Late Night,4059.5099999999998,2024-05-29,Spring
Turkish Airlines,PAR,IST,215,0,economy,Evening,Night,3237.78,2024-07-04,Summer
Lufthansa,CMN,IST,1090,1,business,Late Night,Night,5296.2,2024-01-12,Winter
CitizenPlane,ROM,CMN,645,1,economy,Morning,Night,1935.57,2024-06-01,Summer
Air France,ROM,IST,545,1,business,Early Morning,Afternoon,5214.3,2024-04-18,Spring
Royal Air Maroc,CMN,PAR,165,0,business,Afternoon,Afternoon,6871.41,2024-04-18,Spring
Royal Air Maroc,CMN,IST,285,0,business,Morning,Afternoon,8361.99,2024-02-10,Winter
Turkish Airlines,IST,ROM,155,0,business,Evening,Evening,11665.289999999999,2024-02-10,Winter
Royal Air Maroc,CMN,PAR,175,0,business,Afternoon,Afternoon,6882.33,2023-12-09,Winter
Lufthansa,CMN,IST,1545,1,business,Afternoon,Evening,5604.69,2024-02-10,Winter
easyJet,PAR,ROM,120,0,economy,Afternoon,Afternoon,608.79,2024-11-05,Autumn
Egypt Air,ROM,IST,710,2,business,Evening,Morning,14078.61,2024-10-19,Autumn
ITA Airways,ROM,PAR,220,1,economy,Evening,Night,1193.01,2024-05-29,Spring
British Airways,PAR,IST,620,1,business,Morning,Late Night,4559.1,2024-11-05,Autumn
Air Algerie,ROM,IST,540,1,business,Afternoon,Late Night,6314.49,2024-10-19,Autumn
Pegasus Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,1689.87,2024-08-16,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Evening,Night,1629.81,2024-06-01,Summer
Lufthansa,CMN,IST,1545,1,business,Afternoon,Evening,7813.26,2023-12-09,Winter
Turkish Airlines,IST,PAR,225,0,business,Afternoon,Afternoon,10289.37,2024-06-01,Summer
Turkish Airlines,IST,ROM,155,0,economy,Evening,Evening,1444.17,2024-01-12,Winter
Iberia,ROM,CMN,410,1,business,Early Morning,Afternoon,3985.8,2024-08-16,Summer
Egypt Air,ROM,CMN,645,1,economy,Afternoon,Night,6576.57,2024-10-19,Autumn
Lufthansa,ROM,IST,415,1,business,Afternoon,Night,6524.7,2024-03-17,Spring
ITA Airways,ROM,PAR,220,1,business,Afternoon,Evening,4635.54,2024-05-29,Spring
British Airways,IST,CMN,1075,2,business,Night,Afternoon,11875.5,2024-08-16,Summer
Air Serbia,IST,PAR,300,1,business,Afternoon,Evening,2811.9,2024-01-12,Winter
Air Arabia Maroc,CMN,IST,280,0,economy,Afternoon,Night,2126.67,2024-03-17,Spring
Turkish Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,3303.3,2024-09-03,Autumn
Turkish Airlines,ROM,IST,155,0,economy,Morning,Afternoon,1692.6,2024-11-05,Autumn
Egypt Air,CMN,IST,615,1,economy,Late Night,Afternoon,3770.13,2024-06-01,Summer
Egypt Air,CMN,IST,550,1,business,Afternoon,Late Night,9511.32,2024-01-12,Winter
Royal Air Maroc,IST,CMN,300,0,economy,Afternoon,Afternoon,5743.92,2024-06-01,Summer
Turkish Airlines,ROM,IST,155,0,business,Evening,Late Night,10674.3,2024-03-17,Spring
Turkish Airlines,PAR,IST,210,0,economy,Afternoon,Evening,2276.82,2024-09-03,Autumn
Lufthansa,ROM,CMN,570,2,economy,Afternoon,Late Night,2511.6,2024-07-04,Summer
Egypt Air,IST,ROM,400,1,business,Early Morning,Afternoon,7027.0199999999995,2024-05-29,Spring
Turkish Airlines,ROM,IST,160,0,business,Afternoon,Evening,10674.3,2024-02-10,Winter
TAP Portugal,CMN,ROM,435,1,business,Afternoon,Late Night,5686.59,2023-12-09,Winter
Egypt Air,IST,ROM,430,1,business,Early Morning,Afternoon,7769.58,2024-06-01,Summer
Iberia,CMN,ROM,480,1,business,Afternoon,Late Night,4340.7,2024-01-12,Winter
LOT,ROM,IST,1190,1,business,Evening,Evening,6841.38,2023-12-09,Winter
Iberia,PAR,CMN,340,1,business,Afternoon,Evening,4395.3,2024-01-12,Winter
Iberia,PAR,CMN,340,1,business,Morning,Afternoon,6426.42,2023-12-09,Winter
Air France,PAR,CMN,185,0,economy,Afternoon,Evening,1785.42,2024-06-01,Summer
Lufthansa,CMN,ROM,500,1,business,Afternoon,Night,4602.78,2024-02-10,Winter
ITA Airways,ROM,PAR,130,0,economy,Afternoon,Evening,906.36,2024-10-19,Autumn
KLM,IST,ROM,1035,1,business,Evening,Morning,7753.2,2024-11-05,Autumn
Air France,IST,PAR,220,0,economy,Early Morning,Morning,2429.7,2024-07-04,Summer
Vueling,ROM,PAR,130,0,economy,Afternoon,Afternoon,704.34,2023-12-09,Winter
Air France,CMN,PAR,185,0,economy,Morning,Morning,2628.99,2024-10-19,Autumn
British Airways,IST,ROM,640,1,business,Morning,Afternoon,7043.4,2024-02-10,Winter
Air France,ROM,PAR,135,0,business,Early Morning,Morning,2538.9,2024-08-16,Summer
Royal Air Maroc,PAR,CMN,185,0,business,Morning,Morning,6996.99,2023-12-09,Winter
Lufthansa,ROM,CMN,630,1,business,Afternoon,Late Night,6115.2,2024-04-18,Spring
Air Serbia,PAR,IST,355,1,economy,Night,Late Night,1870.05,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,190,0,economy,Afternoon,Afternoon,2162.16,2024-05-29,Spring
ITA Airways,ROM,PAR,130,0,economy,Morning,Morning,813.54,2024-01-12,Winter
Royal Air Maroc,CMN,PAR,170,0,economy,Afternoon,Evening,1567.02,2024-05-29,Spring
Egypt Air,ROM,IST,450,1,business,Evening,Late Night,9664.2,2024-06-01,Summer
Lufthansa,PAR,ROM,300,1,economy,Morning,Afternoon,1635.27,2024-07-04,Summer
Lufthansa,PAR,IST,555,2,business,Early Morning,Evening,6333.6,2024-09-03,Autumn
Pegasus Airlines,CMN,IST,230,0,economy,Late Night,Morning,3158.61,2024-03-17,Spring
Transavia France,CMN,IST,605,1,economy,Morning,Night,2626.2599999999998,2024-05-29,Spring
Lufthansa,CMN,ROM,620,1,economy,Late Night,Afternoon,3276.0,2024-07-04,Summer
Royal Air Maroc,CMN,PAR,170,0,economy,Evening,Night,1567.02,2024-05-29,Spring
Air France,IST,PAR,220,0,business,Early Morning,Morning,8927.1,2024-08-16,Summer
Turkish Airlines,IST,CMN,290,0,business,Morning,Afternoon,13595.4,2024-11-05,Autumn
Lufthansa,ROM,CMN,715,1,business,Afternoon,Late Night,5722.08,2024-05-29,Spring
Pegasus Airlines,IST,PAR,230,0,economy,Afternoon,Afternoon,1354.08,2024-10-19,Autumn
British Airways,IST,ROM,730,1,business,Morning,Evening,8954.4,2023-12-09,Winter
Aegean Airlines,ROM,IST,525,1,economy,Evening,Early Morning,2983.89,2023-12-09,Winter
Air France,CMN,IST,1295,1,economy,Afternoon,Evening,2246.79,2024-03-17,Spring
ITA Airways,IST,ROM,160,0,economy,Afternoon,Afternoon,3409.77,2024-06-01,Summer
Iberia,PAR,CMN,400,1,economy,Morning,Afternoon,1812.72,2024-03-17,Spring
Lufthansa,CMN,IST,590,1,economy,Late Night,Afternoon,5678.4,2024-08-16,Summer
Egypt Air,IST,CMN,830,1,economy,Late Night,Afternoon,4812.99,2024-06-01,Summer
Lufthansa,CMN,ROM,590,2,business,Late Night,Afternoon,11001.9,2024-09-03,Autumn
Lufthansa,IST,CMN,515,1,business,Early Morning,Afternoon,9183.72,2024-02-10,Winter
Lufthansa,PAR,CMN,950,2,business,Morning,Late Night,6906.9,2024-10-19,Autumn
Iberia,CMN,ROM,480,1,economy,Afternoon,Late Night,3914.82,2023-12-09,Winter
Transavia France,PAR,IST,225,0,economy,Evening,Night,963.6899999999999,2024-06-01,Summer
Air France,CMN,PAR,185,0,business,Morning,Afternoon,8790.6,2024-04-18,Spring
TAP Portugal,ROM,CMN,360,1,economy,Morning,Afternoon,3619.98,2024-05-29,Spring
Lufthansa,PAR,IST,350,1,business,Afternoon,Night,4594.59,2024-06-01,Summer
Egypt Air,IST,CMN,1080,1,business,Morning,Night,9063.6,2024-01-12,Winter
Aegean Airlines,ROM,IST,270,1,business,Morning,Afternoon,8471.19,2024-06-01,Summer
Iberia,PAR,CMN,365,1,economy,Morning,Afternoon,1474.2,2024-01-12,Winter
Egypt Air,CMN,IST,890,1,business,Late Night,Evening,8602.23,2024-10-19,Autumn
easyJet,PAR,ROM,115,0,economy,Afternoon,Afternoon,1108.3799999999999,2024-07-04,Summer
CitizenPlane,ROM,CMN,455,1,economy,Morning,Afternoon,1405.95,2024-01-12,Winter
Turkish Airlines,IST,PAR,220,0,business,Morning,Afternoon,10297.56,2024-02-10,Winter
Vueling,PAR,IST,405,1,economy,Morning,Evening,1665.3,2023-12-09,Winter
LOT,IST,PAR,370,1,business,Evening,Night,7100.73,2024-09-03,Autumn
TAP Portugal,ROM,CMN,935,1,economy,Night,Morning,1198.47,2024-06-01,Summer
Vueling,PAR,ROM,295,1,economy,Early Morning,Morning,1345.89,2024-09-03,Autumn
Turkish Airlines,ROM,IST,160,0,business,Morning,Morning,10674.3,2024-05-29,Spring
TAP Portugal,ROM,CMN,1125,1,business,Afternoon,Morning,3644.55,2023-12-09,Winter
Egypt Air,CMN,IST,680,1,economy,Afternoon,Late Night,3781.05,2024-06-01,Summer
Egypt Air,IST,PAR,485,1,business,Afternoon,Night,16003.26,2024-08-16,Summer
Air Algerie,PAR,IST,675,1,business,Afternoon,Late Night,7081.62,2024-08-16,Summer
Air Serbia,IST,ROM,285,1,economy,Early Morning,Morning,1143.87,2024-01-12,Winter
easyJet,ROM,PAR,125,0,economy,Night,Night,1531.53,2024-08-16,Summer
Air France,CMN,PAR,185,0,business,Morning,Morning,8790.6,2024-09-03,Autumn
ITA Airways,ROM,IST,155,0,economy,Morning,Afternoon,1722.6299999999999,2024-02-10,Winter
Turkish Airlines,IST,ROM,160,0,economy,Afternoon,Afternoon,1444.17,2024-01-12,Winter
Iberia,ROM,CMN,415,1,business,Afternoon,Night,4135.95,2024-03-17,Spring
Tunisair,IST,CMN,700,1,economy,Night,Morning,2981.16,2024-10-19,Autumn
ITA Airways,ROM,PAR,215,1,business,Afternoon,Evening,4635.54,2024-05-29,Spring
Turkish Airlines,ROM,IST,165,0,economy,Afternoon,Evening,1482.39,2024-05-29,Spring
Turkish Airlines,IST,ROM,155,0,business,Morning,Morning,12967.5,2024-09-03,Autumn
British Airways,PAR,CMN,610,2,economy,Morning,Evening,2839.2,2024-10-19,Autumn
Turkish Airlines,IST,ROM,165,0,business,Morning,Morning,12729.99,2024-08-16,Summer
Iberia,CMN,PAR,290,1,business,Afternoon,Evening,3832.92,2024-05-29,Spring
KLM,IST,CMN,1420,2,business,Evening,Afternoon,8190.0,2024-11-05,Autumn
Lufthansa,ROM,CMN,400,1,economy,Evening,Late Night,2457.0,2024-08-16,Summer
Transavia France,IST,PAR,230,0,economy,Morning,Morning,3445.2599999999998,2024-08-16,Summer
Lufthansa,ROM,PAR,255,1,economy,Afternoon,Evening,1883.7,2024-11-05,Autumn
easyJet,PAR,ROM,120,0,economy,Evening,Evening,1059.24,2024-08-16,Summer
Vueling,ROM,PAR,130,0,economy,Afternoon,Afternoon,849.03,2024-05-29,Spring
Lufthansa,ROM,IST,460,2,business,Morning,Evening,7507.5,2024-11-05,Autumn
Air France,IST,CMN,830,1,business,Morning,Evening,6797.7,2024-03-17,Spring
TAP Portugal,CMN,ROM,435,1,business,Afternoon,Late Night,2874.69,2024-11-05,Autumn
TAP Portugal,ROM,CMN,360,1,economy,Morning,Afternoon,3013.92,2024-04-18,Spring
Turkish Airlines,CMN,IST,275,0,business,Evening,Night,10622.43,2024-02-10,Winter
Lufthansa,PAR,ROM,320,1,economy,Early Morning,Afternoon,1550.64,2024-07-04,Summer
Royal Air Maroc,PAR,CMN,185,0,economy,Morning,Morning,2380.56,2024-02-10,Winter
Iberia,ROM,CMN,410,1,economy,Early Morning,Afternoon,2811.9,2024-05-29,Spring
